16.000,165748.7346
16.005,164971.9583
16.010,164391.0465
16.015,164052.2639
16.020,163856.7355
16.025,164044.3788
16.030,164576.0818
16.035,165468.0283
16.040,167212.2439
16.045,168311.4558
16.050,168591.2536
16.055,168526.4497
16.060,167951.2047
16.065,166738.3826
16.070,164420.3535
16.075,163147.775
16.080,161936.7267
16.085,161859.3349
16.090,162581.6666
16.095,163827.5402
16.100,165094.738
16.105,165513.7181
16.110,165119.2422
16.115,163935.913
16.120,162467.7437
16.125,161239.8255
16.130,160886.0244
16.135,160848.1606
16.140,161132.718
16.145,161394.1703
16.150,161413.3624
16.155,161380.0033
16.160,161001.7352
16.165,160356.1689
16.170,159733.2911
16.175,159642.8954
16.180,159909.829
16.185,160461.1754
16.190,161319.8756
16.195,162241.6257
16.200,162432.8512
16.205,162328.7739
16.210,161210.6934
16.215,159228.6639
16.220,157574.7631
16.225,157376.4217
16.230,157771.2885
16.235,158733.935
16.240,161231.2555
16.245,162955.3099
16.250,163795.4958
16.255,163981.3062
16.260,163625.6057
16.265,161924.2154
16.270,160383.4024
16.275,159456.909
16.280,158910.4868
16.285,159241.0931
16.290,160510.5006
16.295,162447.0225
16.300,163567.9147
16.305,164438.6335
16.310,164912.1239
16.315,165040.4285
16.320,164730.4356
16.325,163988.7015
16.330,163682.9553
16.335,163739.1752
16.340,164015.4328
16.345,164539.0295
16.350,165551.1376
16.355,166413.3899
16.360,167282.3141
16.365,167531.7879
16.370,167380.042
16.375,166690.9621
16.380,165967.5594
16.385,165565.8982
16.390,165396.7421
16.395,165424.5669
16.400,165587.7218
16.405,165860.9113
16.410,166165.0337
16.415,166091.2587
16.420,165830.5626
16.425,165377.5838
16.430,165219.158
16.435,165241.9362
16.440,165858.2224
16.445,166541.5249
16.450,167167.3584
16.455,167275.4765
16.460,166722.7736
16.465,165430.4187
16.470,164083.356
16.475,163006.146
16.480,162609.6557
16.485,162751.8237
16.490,163693.7469
16.495,165360.6607
16.500,166167.8407
16.505,166651.6405
16.510,166396.4079
16.515,164578.9591
16.520,163278.8973
16.525,160240.7005
16.530,159162.138
16.535,158469.6523
16.540,158491.1967
16.545,158684.8997
16.550,159497.3
16.555,161156.4678
16.560,162709.6933
16.565,164294.3551
16.570,165260.3283
16.575,166166.8877
16.580,166532.2938
16.585,166871.3081
16.590,166949.3904
16.595,166925.6159
16.600,166921.2596
16.605,166578.6452
16.610,166504.3662
16.615,166174.8324
16.620,166102.8706
16.625,166293.1603
16.630,166584.4853
16.635,167853.2812
16.640,168835.7831
16.645,169694.1143
16.650,169964.2515
16.655,169495.509
16.660,168727.9656
16.665,166093.3319
16.670,164700.4601
16.675,162548.0015
16.680,162009.7058
16.685,162141.2456
16.690,162840.8249
16.695,164584.3689
16.700,165594.0887
16.705,166030.8074
16.710,166130.4289
16.715,165503.7901
16.720,164629.6473
16.725,163716.2287
16.730,162893.7433
16.735,162687.8374
16.740,162491.4198
16.745,162598.1202
16.750,162970.0593
16.755,163654.5949
16.760,164285.3136
16.765,164855.9324
16.770,164948.6564
16.775,164912.6058
16.780,164821.656
16.785,164576.8813
16.790,164150.7887
16.795,163530.404
16.800,162395.8307
16.805,161524.9458
16.810,160443.257
16.815,159721.5846
16.820,159248.6688
16.825,159226.6868
16.830,160001.0371
16.835,161033.7366
16.840,161404.8584
16.845,161240.9043
16.850,161063.441
16.855,160977.7574
16.860,161106.5722
16.865,161503.7779
16.870,162238.0902
16.875,162970.9018
16.880,163488.3251
16.885,163820.3214
16.890,163809.3103
16.895,163780.5046
16.900,163920.7451
16.905,164577.5452
16.910,165482.8526
16.915,165992.6264
16.920,166031.4987
16.925,165966.3079
16.930,165374.4271
