"Time","Point_01 Monitor: Point_01 Monitor (Pa)","Point_02 Monitor: Point_02 Monitor (Pa)","Point_03 Monitor: Point_03 Monitor (Pa)","Point_04 Monitor: Point_04 Monitor (Pa)","Point_05 Monitor: Point_05 Monitor (Pa)","Point_06 Monitor: Point_06 Monitor (Pa)","Point_07 Monitor: Point_07 Monitor (Pa)","Point_08 Monitor: Point_08 Monitor (Pa)","Point_09 Monitor: Point_09 Monitor (Pa)","Point_10 Monitor: Point_10 Monitor (Pa)","Point_11 Monitor: Point_11 Monitor (Pa)","Point_12 Monitor: Point_12 Monitor (Pa)","Point_13 Monitor: Point_13 Monitor (Pa)","Point_14 Monitor: Point_14 Monitor (Pa)"
7.009999999999895,489388.8784189107,490597.74018165277,489429.1974350852,490758.8325683818,328711.51822868537,170101.0354046824,15408.872570127198,159017.89497332313,35261.6784760822,44185.74634625921,797.1431401035543,3930.8463106747104,-21126.507007070453,948.8425292124148
7.019999999999895,489389.4883152165,490738.8477729749,489331.42907130125,490982.20447023946,329680.2695308848,170067.12229333428,19939.641843051253,161575.19354560273,35805.760057703475,44665.876943439915,718.8120680420186,3873.2805675228915,-21182.91554315751,865.414233540828
7.0299999999998946,489520.2839057274,490912.35316623095,489485.1861349579,491320.9021014639,331555.6676216927,169853.68986632704,25328.350173511022,166779.31465550966,36846.474348513286,43812.472412733354,567.7974990874567,3753.073598645755,-21290.614100796985,730.0719481163951
7.039999999999894,489847.6779190167,491282.9627165728,489914.28752558323,491856.03535902686,334734.2418576393,169789.53601903783,29899.996261322285,173945.71615131985,38012.17908925838,40884.11281174261,425.44597932330834,3680.9922883824825,-21446.06709340331,550.3040465985084
7.049999999999894,490095.92314359586,491546.500224284,490352.6450938891,492291.4498365844,338477.3597837898,169861.50668700077,32270.74272770125,178676.9667776272,39096.6892485988,38707.86126785215,163.18763094475565,3401.606991388988,-21631.546682836535,370.2016770541103
7.059999999999894,490643.43533771706,492091.98258651193,491143.9627729405,492990.3258930374,342369.4898196674,170284.97467282243,33959.4675641704,177727.94343272113,40122.48187791642,38050.46748106268,-108.96007035391779,2967.410689534728,-21827.160853730315,177.27752336026177
7.069999999999894,490953.94184079586,492415.616572135,491819.5216980236,493593.87314597465,345558.90510031936,170569.8788026232,34927.79465082971,169245.53550849066,40896.42419153603,37799.148760277276,-574.3700742122836,2611.119876131123,-22002.97772433937,-22.067334592956275
7.0799999999998935,491257.6638916452,492769.4545116132,492475.69601723534,494183.97220819764,348225.75414060004,170448.62521049788,35128.26589102629,157384.9438321143,42171.48990060775,37856.2875195032,-945.5349109070423,2377.110946784568,-22162.09434239686,-225.901405106703
7.089999999999893,490964.4338540874,492550.4151613084,492558.58420754626,494137.1253998246,349696.570794738,169760.9393314291,34683.205972846146,146713.7960489403,43522.84006999238,39034.065491281835,-1270.733177443179,2155.2356020958277,-22337.440445303437,-436.0288531659028
7.099999999999893,490280.9282450482,491944.5111581027,492246.1101057418,493607.7598110072,350147.24377062224,168624.0369745989,34388.08141604561,138259.8864834754,44742.70146813055,40232.21221608809,-1532.877507574951,1901.6646469152622,-22546.362553393188,-654.6354366125562
7.109999999999893,489071.54350493365,490800.80364320445,491338.47453680646,492459.692521323,348610.2546339076,166949.04080112357,33867.2161025031,132215.6751416018,45668.39954191557,39818.81769729994,-1893.6098592016606,1693.3730789639021,-22743.503369126545,-838.3544248309021
7.119999999999893,487421.4297702078,489226.9200636094,489948.1929478175,490800.31146962417,345380.10167636315,165020.17490743118,33085.47643779571,128582.60077272625,46191.921539948475,37626.3293645773,-2355.9749988228896,1554.0966032751903,-22892.82548497997,-985.3240947367331
7.129999999999892,486153.0287182526,488038.4856499925,488856.52698348666,489426.0220033093,341730.7778608566,163409.09310733678,32557.170528593702,127980.7727024838,45957.32214662246,34988.9251025419,-2755.4294086602363,1460.1282470631522,-22997.06580829469,-1079.3536793142418
7.139999999999892,485397.25091631006,487276.5655323449,488191.7413771242,488439.8787472358,338473.2286909438,162444.88610591667,32379.64714456255,130516.95618847522,44861.66495933175,32405.282916439377,-3098.078939439632,1359.846144070616,-23083.46050611252,-1145.698548583703
7.149999999999892,485296.97187166853,487141.7793597474,488101.23853334354,488043.36169984256,334885.68269811844,161977.1352539647,32243.332661593693,135505.12267598117,43578.59837828834,30860.88863133101,-3273.869111064423,1310.99043009168,-23133.715136917708,-1167.9133243455328
7.159999999999892,485641.2909305382,487538.4467729387,488422.31981523166,488099.3341876552,333011.2774627153,161778.09026354123,31556.84247629193,142065.3080533565,43183.97690372779,30500.06584860718,-3222.2448554339035,1382.833518607091,-23125.93424986482,-1150.3424968476666
7.169999999999892,486067.85249546875,488052.7459409838,488855.99637631694,488331.829510579,330187.22460864444,161520.2251370716,29804.413227811674,149637.587082633,43618.47257464819,31126.430814439605,-3079.10269011711,1532.4148597062374,-23035.398033208596,-1090.1703959842857
7.179999999999891,486766.91548015806,488767.28656842676,489592.4458002223,488880.30494208005,326855.42502456857,161319.58739978535,27741.309531696872,160176.92199823333,43985.28849256308,31626.38029684331,-2984.9734246320577,1694.4925886419408,-22887.932378406742,-994.8786228574319
7.189999999999891,487684.1500010439,489563.7078846279,490585.0656459803,489689.6587451552,323837.8833800137,161050.2522186007,25817.676304038345,173466.39851143918,43802.05174279962,31981.114219206094,-2880.712875618083,1876.332416395323,-22721.3695355547,-868.9305884796966
7.199999999999891,488243.71556882653,490006.7505611514,491294.5104003515,490253.0040719289,320904.6682238181,160750.08608069268,25090.787255376694,189072.25991198813,43065.227871648785,32051.29554633908,-2605.878781393549,2074.0840527222394,-22567.794528637347,-772.2308726743473
7.209999999999891,488694.5521703275,490374.1688986603,491968.46531556617,490725.51013620413,320604.3461421953,160676.73875783547,23810.795797375184,202443.37687706092,42721.95892585119,31744.691702046675,-2261.5268443864456,2288.944430514617,-22405.72185911216,-690.0742300350738
7.2199999999998905,489006.97505866137,490554.09567058587,492466.68913789035,491025.08959525026,321922.2876968063,160574.21998075867,21460.680355161847,205127.9410330663,42320.46709671346,30516.14920421397,-2166.6578128278206,2487.6458098208864,-22215.96234448386,-604.257386830595
7.22999999999989,489059.9142713654,490470.8342214324,492763.2268140244,491107.229405086,324259.9403837915,160335.81877152354,23977.984307504925,196977.26478929052,41912.96339534728,30322.036920639093,-2150.5568514000142,2655.0592477397468,-22022.348937490086,-531.6889849268694
7.23999999999989,488808.1565361205,490109.9151363381,492764.74559338466,490991.0235038064,326640.3079441818,159988.32989902975,25058.30285499841,178673.7824921708,40970.71214051794,30580.346647794962,-2159.6220407117453,2781.7665819269746,-21887.762915097308,-486.7547624015231
7.24999999999989,488679.8624064564,489871.2742905794,492786.84243411664,490916.8470928125,327521.6881469068,159840.78847640022,22790.79260762942,160341.33806696342,39761.693446170386,30767.477919033397,-2180.0658508937418,2856.6182978692937,-21819.742815885405,-490.0946607117681
7.25999999999989,488529.5346739639,489581.8319966638,492649.62509474327,490777.77767131646,326772.28893824667,159634.6835923227,22427.623650042868,145485.75651515427,38334.927809211535,31283.09004901473,-2345.8135359876096,2901.492236950173,-21784.541290957575,-513.9321554880715
7.269999999999889,488606.74941987486,489518.1156557899,492601.54959328973,490741.95838182897,327327.4207192063,159378.92320404432,22573.261729139587,136642.9049843168,37418.63984728324,32738.59274885242,-2515.683019654873,2856.1367070953743,-21833.898291476315,-626.9812640877162
7.279999999999889,488562.2689425351,489364.15294159664,492383.41274494585,490592.286355435,330404.6040907001,159169.8808206921,21848.804787002377,132011.69919891388,36418.529355116436,34449.08190044386,-2787.989696947917,2713.2836598136983,-21950.30239423763,-829.93930274387
7.289999999999889,488534.1877131418,489238.12698096276,492146.5856783794,490367.67839002557,334198.62855617073,159216.6619632644,19240.815208124386,131019.62520930388,35422.34127265304,36016.264409701704,-3047.0315680777903,2548.5374802032825,-22087.833549976447,-1052.5579804369281
7.299999999999889,488581.4748859773,489183.1199072526,491953.78124089434,490025.59187365527,337308.18005247123,159439.290795788,16376.209893813188,133380.9091909564,34320.89752607527,37761.700266587686,-3292.376339275723,2405.920344423624,-22193.892845069073,-1226.0579865051677
7.309999999999889,488646.00805713265,489143.9205572852,491846.7953651486,489667.31499915797,339931.92935486586,159822.92735239494,14636.887145737199,139286.51977725647,33347.3097168315,39040.80549543067,-3539.2611187907964,2220.7143530932876,-22323.955718352106,-1436.4099753843695
7.319999999999888,488611.35415432934,489015.78234221914,491712.63904744276,489461.56700778217,341353.88774447236,160331.47529477446,14616.10894818003,148022.5901346642,32759.916662987634,39257.3310139348,-3800.349539177192,1948.2611186969027,-22542.124641519604,-1745.0294159548546
7.329999999999888,488353.5616980944,488693.2134998413,491442.65446841397,489163.63086939865,342303.6100615928,160853.5828835077,15493.64787798139,157691.0186230396,32885.905081915684,38584.77769697078,-3989.639267041413,1637.8593991799432,-22778.486631525506,-2077.7360835459563
7.339999999999888,487951.7784057162,488257.47636549006,491101.03872544266,488692.0241689823,343657.8516696027,161153.59137445083,16132.494912967131,166404.61979672214,32597.763809118285,37933.662827150554,-4267.704185240818,1265.4362182634886,-23091.103549735355,-2461.7926937462184
7.349999999999888,487580.62247237324,487860.07392214163,490868.19850195997,488373.36004626704,344531.95536650287,161185.08943848297,14803.830418358379,171097.77189931186,30085.89761947383,37657.719240046914,-4354.690151337841,942.7208867774234,-23400.29966793221,-2800.319986864318
7.3599999999998875,487498.23811816645,487768.9724858307,490980.7636196545,488461.03945642326,344223.71598828956,160989.70639601472,12021.567742045343,171255.74088687488,30195.892992479206,36914.37068600458,-4211.39190781399,652.130246227611,-23625.186767094907,-3048.14166001047
